CATEGORY,INDEX,NORAD_CAT_ID_1,OBJECT_NAME_1,SHAPE_1,OBJECT_CLASS_1,NORAD_CAT_ID_2,OBJECT_NAME_2,SHAPE_2,OBJECT_CLASS_2,TCA,TCA_RANGE,TCA_RELATIVE_SPEED,DILUTION,RADIUS_1,RADIUS_2,HBR,PC_CELESTRAK,PC_SPACEMAP,ERROR(RATIO)
Celestrak,22557,56730,IRIDIUM 179 [+],,Unknown,14148,SL-14 R/B [-],Unknown,Unknown,2023-09-25 03:20:26.944,3.725,14.874,2.382,0.001,0.0015,0.0025,2.784e-07,4.970457719975377e-07,0.0
spacemap,22557,56730,IRIDIUM 179 [+],,Unknown,14148,SL-14 R/B [-],Unknown,Unknown,2023-09-25 03:20:26.944,3.7252468522660216,14.874,2.382,0.001,0.0015,0.0025,2.784e-07,4.970457719975377e-07,1.785365560335983
Celestrak,22558,57833,YAOGAN-40 01C [+],,Unknown,34582,COSMOS 2251 DEB [-],Unknown,Unknown,2023-09-29 13:23:28.180,3.725,3.146,0.896,0.001,0.0003,0.0013,3.117e-07,1.343862647469236e-07,0.0
spacemap,22558,57833,YAOGAN-40 01C [+],,Unknown,34582,COSMOS 2251 DEB [-],Unknown,Unknown,2023-09-29 13:23:28.180,3.725454448411125,3.146,0.896,0.001,0.0003,0.0013,3.117e-07,1.343862647469236e-07,0.43113976498852613
Celestrak,22564,57181,OBJECT R [+],,Unknown,21836,DMSP 5D-2 F11 DEB [-],Unknown,Unknown,2023-09-24 23:22:37.299,3.726,14.959,2.405,0.001,0.0003,0.0013,1.161e-07,1.3435741129406382e-07,0.0
spacemap,22564,57181,OBJECT R [+],,Unknown,21836,DMSP 5D-2 F11 DEB [-],Unknown,Unknown,2023-09-24 23:22:37.299,3.7258544503210955,14.959,2.405,0.001,0.0003,0.0013,1.161e-07,1.3435741129406382e-07,1.1572559112322465
Celestrak,22565,57199,SITRO-AIS 10 (BURDAEV) [+],,Unknown,42525,THORAD AGENA D DEB [-],Unknown,Unknown,2023-09-25 04:58:31.522,3.726,14.962,2.374,0.001,0.0003,0.0013,1.176e-07,1.3431194722862908e-07,0.0
spacemap,22565,57199,SITRO-AIS 10 (BURDAEV) [+],,Unknown,42525,THORAD AGENA D DEB [-],Unknown,Unknown,2023-09-25 04:58:31.522,3.7264849908784807,14.962,2.374,0.001,0.0003,0.0013,1.176e-07,1.3431194722862908e-07,1.1421083948012678
Celestrak,22571,57174,OBJECT J [+],,Unknown,57220,STARLINK-5880 [+],,Unknown,2023-09-25 09:19:41.794,3.727,11.657,1.277,0.001,0.001,0.002,2.187e-07,3.1781198921859715e-07,0.0
spacemap,22571,57174,OBJECT J [+],,Unknown,57220,STARLINK-5880 [+],,Unknown,2023-09-25 09:19:41.794,3.726989334845731,11.657,1.277,0.001,0.001,0.002,2.187e-07,3.1781198921859715e-07,1.4531869648769875
Celestrak,22572,57175,CUBEBEL 2 (EU11S) [+],,Unknown,24529,PEGASUS DEB [-],Unknown,Unknown,2023-09-24 08:01:34.378,3.727,10.796,1.184,0.001,0.0003,0.0013,2.359e-07,1.3427666311419576e-07,0.0
spacemap,22572,57175,CUBEBEL 2 (EU11S) [+],,Unknown,24529,PEGASUS DEB [-],Unknown,Unknown,2023-09-24 08:01:34.378,3.726974565978827,10.796,1.184,0.001,0.0003,0.0013,2.359e-07,1.3427666311419576e-07,0.5692101022221101
Celestrak,22609,56478,STARLINK-6041 [+],,Unknown,32185,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-25 10:26:51.300,3.731,15.174,2.517,0.001,0.0003,0.0013,1.108e-07,1.340037707331641e-07,0.0
spacemap,22609,56478,STARLINK-6041 [+],,Unknown,32185,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-25 10:26:51.300,3.7307675408898775,15.174,2.517,0.001,0.0003,0.0013,1.108e-07,1.340037707331641e-07,1.2094203134762105
Celestrak,22615,57205,ARCCUBE 1 (RS25S) [+],,Unknown,57614,STARLINK-30244 [+],Unknown,Unknown,2023-09-27 06:06:36.027,3.732,9.253,1.076,0.001,0.0015,0.0025,2.592e-07,4.952415424335627e-07,0.0
spacemap,22615,57205,ARCCUBE 1 (RS25S) [+],,Unknown,57614,STARLINK-30244 [+],Unknown,Unknown,2023-09-27 06:06:36.027,3.7320264678533492,9.253,1.076,0.001,0.0015,0.0025,2.592e-07,4.952415424335627e-07,1.9106540988949177
Celestrak,22616,57861,VICTUS NOX [+],,Unknown,12585,METEOR PRIRODA [?],Unknown,Unknown,2023-09-30 17:11:01.699,3.732,15.055,2.401,0.001,0.0015,0.0025,1.161e-07,4.952750778217041e-07,0.0
spacemap,22616,57861,VICTUS NOX [+],,Unknown,12585,METEOR PRIRODA [?],Unknown,Unknown,2023-09-30 17:11:01.699,3.7319001167817287,15.055,2.401,0.001,0.0015,0.0025,1.161e-07,4.952750778217041e-07,4.265935209489268
Celestrak,22625,57177,ZORKIY 2M [+],,Unknown,39311,PEGASUS DEB [-],Unknown,Unknown,2023-09-25 00:10:10.655,3.733,14.953,2.336,0.001,0.0003,0.0013,1.193e-07,1.3384719270696673e-07,0.0
spacemap,22625,57177,ZORKIY 2M [+],,Unknown,39311,PEGASUS DEB [-],Unknown,Unknown,2023-09-25 00:10:10.655,3.732949079246755,14.953,2.336,0.001,0.0003,0.0013,1.193e-07,1.3384719270696673e-07,1.1219379103685394
Celestrak,22633,57178,CUBESX-HSE 3 (RS42S) [+],,Unknown,57525,STARLINK-30253 [+],Unknown,Unknown,2023-09-28 10:03:55.561,3.734,13.707,1.683,0.001,0.0015,0.0025,1.656e-07,4.947629977821247e-07,0.0
spacemap,22633,57178,CUBESX-HSE 3 (RS42S) [+],,Unknown,57525,STARLINK-30253 [+],Unknown,Unknown,2023-09-28 10:03:55.561,3.7338308781952683,13.707,1.683,0.001,0.0015,0.0025,1.656e-07,4.947629977821247e-07,2.987699261969352
Celestrak,22634,57191,POLYTECH-UNIVERSE 3 (RS46S) [+],,Unknown,57508,STARLINK-30074 [+],,Unknown,2023-09-28 05:21:44.695,3.734,13.224,1.548,0.001,0.001,0.002,1.8e-07,3.166291204248723e-07,0.0
spacemap,22634,57191,POLYTECH-UNIVERSE 3 (RS46S) [+],,Unknown,57508,STARLINK-30074 [+],,Unknown,2023-09-28 05:21:44.695,3.733944525104834,13.224,1.548,0.001,0.001,0.002,1.8e-07,3.166291204248723e-07,1.7590506690270684
Celestrak,22643,56791,STARLINK-5977 [+],,Unknown,47435,RIDESHARE ADAPTER [?],Unknown,Unknown,2023-10-01 04:26:24.294,3.735,12.062,1.323,0.001,0.0015,0.0025,2.106e-07,4.943724100278988e-07,0.0
spacemap,22643,56791,STARLINK-5977 [+],,Unknown,47435,RIDESHARE ADAPTER [?],Unknown,Unknown,2023-10-01 04:26:24.294,3.735305577795682,12.062,1.323,0.001,0.0015,0.0025,2.106e-07,4.943724100278988e-07,2.3474473410631473
Celestrak,22654,57111,STARLINK-6140 [+],,Unknown,33314,RAPIDEYE 1 [-],Unknown,Unknown,2023-09-30 04:50:08.022,3.736,12.625,1.422,0.001,0.0015,0.0025,1.958e-07,4.941943195560878e-07,0.0
spacemap,22654,57111,STARLINK-6140 [+],,Unknown,33314,RAPIDEYE 1 [-],Unknown,Unknown,2023-09-30 04:50:08.022,3.7359785549147926,12.625,1.422,0.001,0.0015,0.0025,1.958e-07,4.941943195560878e-07,2.523975074341613
Celestrak,22675,57195,AVION KALUGA 650 [+],,Unknown,57469,STARLINK-30171 [+],Unknown,Unknown,2023-09-30 21:03:22.941,3.739,14.274,1.911,0.001,0.0015,0.0025,1.456e-07,4.934096674248916e-07,0.0
spacemap,22675,57195,AVION KALUGA 650 [+],,Unknown,57469,STARLINK-30171 [+],Unknown,Unknown,2023-09-30 21:03:22.941,3.7389479748116314,14.274,1.911,0.001,0.0015,0.0025,1.456e-07,4.934096674248916e-07,3.388802660885244
Celestrak,22725,57025,OBJECT X [+],,Unknown,40040,FLOCK 1C-8 [-],Unknown,Unknown,2023-09-25 16:23:36.202,3.745,13.003,1.497,0.001,0.0015,0.0025,9.083e-08,4.918242720706274e-07,0.0
spacemap,22725,57025,OBJECT X [+],,Unknown,40040,FLOCK 1C-8 [-],Unknown,Unknown,2023-09-25 16:23:36.202,3.7449693788781206,13.003,1.497,0.001,0.0015,0.0025,9.083e-08,4.918242720706274e-07,5.414777849505971
Celestrak,22735,56950,BLACKJACK ACES-3 [+],,Unknown,18152,COSMOS 1862 [?],Unknown,Unknown,2023-09-27 08:37:32.196,3.746,15.071,2.512,0.001,0.0015,0.0025,1.106e-07,4.915400732527045e-07,0.0
spacemap,22735,56950,BLACKJACK ACES-3 [+],,Unknown,18152,COSMOS 1862 [?],Unknown,Unknown,2023-09-27 08:37:32.196,3.746051857026288,15.071,2.512,0.001,0.0015,0.0025,1.106e-07,4.915400732527045e-07,4.444304459789372
Celestrak,22746,56861,OBJECT R [+],,Unknown,50069,COSMOS 1408 DEB [-],Unknown,Unknown,2023-09-29 17:22:33.713,3.747,15.208,2.646,0.001,0.0003,0.0013,1.048e-07,1.3283202711588387e-07,0.0
spacemap,22746,56861,OBJECT R [+],,Unknown,50069,COSMOS 1408 DEB [-],Unknown,Unknown,2023-09-29 17:22:33.713,3.747186418720698,15.208,2.646,0.001,0.0003,0.0013,1.048e-07,1.3283202711588387e-07,1.2674811747698844
Celestrak,22759,56870,OBJECT AA [+],,Unknown,47436,OBJECT Z [-],Unknown,Unknown,2023-09-30 18:16:52.271,3.748,2.792,0.897,0.001,0.0015,0.0025,3.096e-07,4.911388835594341e-07,0.0
spacemap,22759,56870,OBJECT AA [+],,Unknown,47436,OBJECT Z [-],Unknown,Unknown,2023-09-30 18:16:52.271,3.747581538136666,2.792,0.897,0.001,0.0015,0.0025,3.096e-07,4.911388835594341e-07,1.5863659029697483
Celestrak,22765,57229,STARLINK-6233 [+],,Unknown,31591,CBERS 1 DEB [-],Unknown,Unknown,2023-09-30 17:03:47.296,3.749,13.913,1.764,0.001,0.0003,0.0013,1.574e-07,1.3269244154180983e-07,0.0
spacemap,22765,57229,STARLINK-6233 [+],,Unknown,31591,CBERS 1 DEB [-],Unknown,Unknown,2023-09-30 17:03:47.296,3.749156823871876,13.913,1.764,0.001,0.0003,0.0013,1.574e-07,1.3269244154180983e-07,0.8430269475337346
Celestrak,22766,57654,GAOFEN-12 04 [+],,Unknown,18422,SL-14 R/B [-],Unknown,Unknown,2023-09-30 21:50:06.524,3.749,2.151,0.892,0.001,0.0015,0.0025,7.392e-07,4.908739775022455e-07,0.0
spacemap,22766,57654,GAOFEN-12 04 [+],,Unknown,18422,SL-14 R/B [-],Unknown,Unknown,2023-09-30 21:50:06.524,3.748592616088663,2.151,0.892,0.001,0.0015,0.0025,7.392e-07,4.908739775022455e-07,0.6640611167508733
Celestrak,22816,56426,STARLINK-5352 [+],,Unknown,29043,CZ-4B DEB [-],Unknown,Unknown,2023-09-25 01:04:41.205,3.754,10.35,1.156,0.001,0.0003,0.0013,2.398e-07,1.3233382816304596e-07,0.0
spacemap,22816,56426,STARLINK-5352 [+],,Unknown,29043,CZ-4B DEB [-],Unknown,Unknown,2023-09-25 01:04:41.205,3.754233335602004,10.35,1.156,0.001,0.0003,0.0013,2.398e-07,1.3233382816304596e-07,0.5518508263679981
Celestrak,22864,57241,STARLINK-6349 [+],,Unknown,40027,FLOCK 1C-1 [-],Unknown,Unknown,2023-09-26 09:17:13.164,3.758,7.787,1.012,0.001,0.0015,0.0025,1.34e-07,4.88351512117968e-07,0.0
spacemap,22864,57241,STARLINK-6349 [+],,Unknown,40027,FLOCK 1C-1 [-],Unknown,Unknown,2023-09-26 09:17:13.164,3.758261391862997,7.787,1.012,0.001,0.0015,0.0025,1.34e-07,4.88351512117968e-07,3.6444142695370743
Celestrak,22888,56895,STARLINK-6208 [+],,Unknown,57168,OBJECT C [+],,Unknown,2023-10-01 07:23:21.811,3.761,10.891,1.205,0.001,0.001,0.002,2.297e-07,3.1212075300758216e-07,0.0
spacemap,22888,56895,STARLINK-6208 [+],,Unknown,57168,OBJECT C [+],,Unknown,2023-10-01 07:23:21.811,3.7608149704990237,10.891,1.205,0.001,0.001,0.002,2.297e-07,3.1212075300758216e-07,1.3588191249785901
Celestrak,22902,57007,OBJECT D [+],,Unknown,57359,STARLINK-6347 [+],Unknown,Unknown,2023-09-25 15:53:06.352,3.762,8.874,1.063,0.001,0.0015,0.0025,2.603e-07,4.874607886034143e-07,0.0
spacemap,22902,57007,OBJECT D [+],,Unknown,57359,STARLINK-6347 [+],Unknown,Unknown,2023-09-25 15:53:06.352,3.761693510261941,8.874,1.063,0.001,0.0015,0.0025,2.603e-07,4.874607886034143e-07,1.872688392637012
Celestrak,22930,56769,STARLINK-5978 [+],,Unknown,33600,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-30 07:24:11.072,3.765,14.572,2.128,0.001,0.0003,0.0013,1.299e-07,1.315456740048698e-07,0.0
spacemap,22930,56769,STARLINK-5978 [+],,Unknown,33600,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-30 07:24:11.072,3.765463260963541,14.572,2.128,0.001,0.0003,0.0013,1.299e-07,1.315456740048698e-07,1.0126687760190132
Celestrak,22937,57222,STARLINK-5870 [+],,Unknown,43673,H-2A DEB [-],Unknown,Unknown,2023-09-28 10:39:14.089,3.766,13.981,1.8,0.001,0.0003,0.0013,1.535e-07,1.3151907564761639e-07,0.0
spacemap,22937,57222,STARLINK-5870 [+],,Unknown,43673,H-2A DEB [-],Unknown,Unknown,2023-09-28 10:39:14.089,3.7658440046141672,13.981,1.8,0.001,0.0003,0.0013,1.535e-07,1.3151907564761639e-07,0.856801795749944
Celestrak,22948,56421,STARLINK-6270 [+],,Unknown,30082,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-26 08:38:17.888,3.767,11.042,1.22,0.001,0.0003,0.0013,2.264e-07,1.3141506560151488e-07,0.0
spacemap,22948,56421,STARLINK-6270 [+],,Unknown,30082,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-26 08:38:17.888,3.7673339715746987,11.042,1.22,0.001,0.0003,0.0013,2.264e-07,1.3141506560151488e-07,0.5804552367558078
Celestrak,22960,56832,STARLINK-30128 [+],,Unknown,57183,OBJECT T [+],Unknown,Unknown,2023-09-27 03:18:55.824,3.769,9.218,1.084,0.001,0.0015,0.0025,2.547e-07,4.855393309898209e-07,0.0
spacemap,22960,56832,STARLINK-30128 [+],,Unknown,57183,OBJECT T [+],Unknown,Unknown,2023-09-27 03:18:55.824,3.769129367713591,9.218,1.084,0.001,0.0015,0.0025,2.547e-07,4.855393309898209e-07,1.9063185354920331
Celestrak,22961,57021,OBJECT T [+],,Unknown,57031,OBJECT AD [+],Unknown,Unknown,2023-09-30 22:12:34.134,3.769,0.005,0.941,0.001,0.0015,0.0025,2.935e-07,4.85580771996388e-07,0.0
spacemap,22961,57021,OBJECT T [+],,Unknown,57031,OBJECT AD [+],Unknown,Unknown,2023-09-30 22:12:34.134,3.7689685294892388,0.005,0.941,0.001,0.0015,0.0025,2.935e-07,4.85580771996388e-07,1.6544489676197207
Celestrak,22970,57172,UMKA 1 (RS40S) [+],,Unknown,57242,STARLINK-6306 [+],Unknown,Unknown,2023-09-25 02:09:45.558,3.77,12.254,1.373,0.001,0.0015,0.0025,2.01e-07,4.854363286995239e-07,0.0
spacemap,22970,57172,UMKA 1 (RS40S) [+],,Unknown,57242,STARLINK-6306 [+],Unknown,Unknown,2023-09-25 02:09:45.558,3.7695292231976696,12.254,1.373,0.001,0.0015,0.0025,2.01e-07,4.854363286995239e-07,2.4151061129329543
Celestrak,22979,56219,LLITED B [+],,Unknown,56871,OBJECT AB [+],,Unknown,2023-09-26 09:48:51.685,3.771,15.1,2.505,0.001,0.001,0.002,1.102e-07,3.1047472023423507e-07,0.0
spacemap,22979,56219,LLITED B [+],,Unknown,56871,OBJECT AB [+],,Unknown,2023-09-26 09:48:51.685,3.770771085623849,15.1,2.505,0.001,0.001,0.002,1.102e-07,3.1047472023423507e-07,2.8173749567534943
Celestrak,22980,56871,OBJECT AB [+],,Unknown,18421,COSMOS 1892 [?],Unknown,Unknown,2023-09-27 09:02:03.557,3.771,15.219,2.662,0.001,0.0015,0.0025,1.035e-07,4.850772272081873e-07,0.0
spacemap,22980,56871,OBJECT AB [+],,Unknown,18421,COSMOS 1892 [?],Unknown,Unknown,2023-09-27 09:02:03.557,3.7709242524924016,15.219,2.662,0.001,0.0015,0.0025,1.035e-07,4.850772272081873e-07,4.6867364947650945
Celestrak,22981,57618,STARLINK-30249 [+],,Unknown,13068,SL-3 R/B [-],Unknown,Unknown,2023-09-25 19:22:03.884,3.771,12.965,1.501,0.001,0.0015,0.0025,5.039e-07,4.851718815114472e-07,0.0
spacemap,22981,57618,STARLINK-30249 [+],,Unknown,13068,SL-3 R/B [-],Unknown,Unknown,2023-09-25 19:22:03.884,3.7705563912804156,12.965,1.501,0.001,0.0015,0.0025,5.039e-07,4.851718815114472e-07,0.9628336604712189
Celestrak,22988,56421,STARLINK-6270 [+],,Unknown,52913,CZ-4C R/B [-],Unknown,Unknown,2023-09-24 21:55:32.345,3.772,14.256,1.926,0.001,0.0015,0.0025,1.432e-07,4.846830859650251e-07,0.0
spacemap,22988,56421,STARLINK-6270 [+],,Unknown,52913,CZ-4C R/B [-],Unknown,Unknown,2023-09-24 21:55:32.345,3.7724571878974498,14.256,1.926,0.001,0.0015,0.0025,1.432e-07,4.846830859650251e-07,3.384658421543471
Celestrak,22989,57582,OBJECT C [+],,Unknown,44805,PSLV R/B [-],Unknown,Unknown,2023-09-24 10:05:21.431,3.772,3.866,0.916,0.001,0.0015,0.0025,3.011e-07,4.847960425088858e-07,0.0
spacemap,22989,57582,OBJECT C [+],,Unknown,44805,PSLV R/B [-],Unknown,Unknown,2023-09-24 10:05:21.431,3.7720176744133145,3.866,0.916,0.001,0.0015,0.0025,3.011e-07,4.847960425088858e-07,1.610083170072686
Celestrak,22998,56872,OBJECT AC [+],,Unknown,50058,COSMOS 1408 DEB [-],Unknown,Unknown,2023-09-25 14:34:06.367,3.773,15.153,2.587,0.001,0.0003,0.0013,1.066e-07,1.3101183233761628e-07,0.0
spacemap,22998,56872,OBJECT AC [+],,Unknown,50058,COSMOS 1408 DEB [-],Unknown,Unknown,2023-09-25 14:34:06.367,3.7731271415661296,15.153,2.587,0.001,0.0003,0.0013,1.066e-07,1.3101183233761628e-07,1.229004055699965
Celestrak,23007,56392,STARLINK-6301 [+],,Unknown,41741,WORLDVIEW-2 DEB [-],Unknown,Unknown,2023-09-28 18:29:42.832,3.774,8.636,1.055,0.001,0.0003,0.0013,2.614e-07,1.3094942025704912e-07,0.0
spacemap,23007,56392,STARLINK-6301 [+],,Unknown,41741,WORLDVIEW-2 DEB [-],Unknown,Unknown,2023-09-28 18:29:42.832,3.7740261934098074,8.636,1.055,0.001,0.0003,0.0013,2.614e-07,1.3094942025704912e-07,0.5009541708379844
Celestrak,23022,57178,CUBESX-HSE 3 (RS42S) [+],,Unknown,57525,STARLINK-30253 [+],Unknown,Unknown,2023-09-28 19:38:17.962,3.776,13.782,1.728,0.001,0.0015,0.0025,1.595e-07,4.836738706422365e-07,0.0
spacemap,23022,57178,CUBESX-HSE 3 (RS42S) [+],,Unknown,57525,STARLINK-30253 [+],Unknown,Unknown,2023-09-28 19:38:17.962,3.7763908718494883,13.782,1.728,0.001,0.0015,0.0025,1.595e-07,4.836738706422365e-07,3.0324380604528933
Celestrak,23040,57009,OBJECT F [+],,Unknown,26231,CZ-4B DEB [-],Unknown,Unknown,2023-09-24 14:56:39.744,3.778,14.466,2.036,0.001,0.0003,0.0013,1.353e-07,1.3068869352336748e-07,0.0
spacemap,23040,57009,OBJECT F [+],,Unknown,26231,CZ-4B DEB [-],Unknown,Unknown,2023-09-24 14:56:39.744,3.7777889496394867,14.466,2.036,0.001,0.0003,0.0013,1.353e-07,1.3068869352336748e-07,0.965917912220011
Celestrak,23041,57179,OBJECT P [+],,Unknown,34744,COSMOS 2251 DEB [-],Unknown,Unknown,2023-09-27 03:25:34.651,3.778,11.624,1.29,0.001,0.0003,0.0013,2.135e-07,1.3064282731950148e-07,0.0
spacemap,23041,57179,OBJECT P [+],,Unknown,34744,COSMOS 2251 DEB [-],Unknown,Unknown,2023-09-27 03:25:34.651,3.778452046354679,11.624,1.29,0.001,0.0003,0.0013,2.135e-07,1.3064282731950148e-07,0.6119101982178056
Celestrak,23048,57186,CSTP 1.2 (STC 1.2) [+],,Unknown,57342,STARLINK-6375 [+],,Unknown,2023-09-29 11:07:49.507,3.779,11.491,1.273,0.001,0.001,0.002,2.163e-07,3.091452059394949e-07,0.0
spacemap,23048,57186,CSTP 1.2 (STC 1.2) [+],,Unknown,57342,STARLINK-6375 [+],,Unknown,2023-09-29 11:07:49.507,3.7788707060050206,11.491,1.273,0.001,0.001,0.002,2.163e-07,3.091452059394949e-07,1.4292427459061254
Celestrak,23073,57022,OBJECT U [+],,Unknown,18650,SL-8 DEB [-],Unknown,Unknown,2023-09-29 13:14:41.425,3.782,15.087,2.555,0.001,0.0003,0.0013,1.077e-07,1.3041292450065537e-07,0.0
spacemap,23073,57022,OBJECT U [+],,Unknown,18650,SL-8 DEB [-],Unknown,Unknown,2023-09-29 13:14:41.425,3.7817810664408538,15.087,2.555,0.001,0.0003,0.0013,1.077e-07,1.3041292450065537e-07,1.2108906638872365
Celestrak,23098,57111,STARLINK-6140 [+],,Unknown,25979,ARIANE 40 R/B [-],Unknown,Unknown,2023-09-25 07:52:17.398,3.785,14.067,1.839,0.001,0.0015,0.0025,1.964e-06,4.815604145955133e-07,0.0
spacemap,23098,57111,STARLINK-6140 [+],,Unknown,25979,ARIANE 40 R/B [-],Unknown,Unknown,2023-09-25 07:52:17.398,3.78466865306872,14.067,1.839,0.001,0.0015,0.0025,1.964e-06,4.815604145955133e-07,0.2451936937859029
Celestrak,23108,56454,STARLINK-5959 [+],,Unknown,22357,SL-16 DEB [-],Unknown,Unknown,2023-09-25 05:36:35.990,3.786,8.852,1.069,0.001,0.0003,0.0013,2.572e-07,1.3014126753332142e-07,0.0
spacemap,23108,56454,STARLINK-5959 [+],,Unknown,22357,SL-16 DEB [-],Unknown,Unknown,2023-09-25 05:36:35.990,3.7857260554939516,8.852,1.069,0.001,0.0003,0.0013,2.572e-07,1.3014126753332142e-07,0.5059924865214674
Celestrak,23119,57179,OBJECT P [+],,Unknown,34744,COSMOS 2251 DEB [-],Unknown,Unknown,2023-09-25 07:30:22.035,3.787,11.167,1.241,0.001,0.0003,0.0013,2.214e-07,1.300222627800777e-07,0.0
spacemap,23119,57179,OBJECT P [+],,Unknown,34744,COSMOS 2251 DEB [-],Unknown,Unknown,2023-09-25 07:30:22.035,3.787458129703042,11.167,1.241,0.001,0.0003,0.0013,2.214e-07,1.300222627800777e-07,0.5872730929542804
Celestrak,23131,57180,MONITOR-3 (RS58S) [+],,Unknown,19573,COSMOS 1975 [?],Unknown,Unknown,2023-10-01 05:24:14.425,3.788,6.135,0.966,0.001,0.0015,0.0025,2.843e-07,4.806025565490306e-07,0.0
spacemap,23131,57180,MONITOR-3 (RS58S) [+],,Unknown,19573,COSMOS 1975 [?],Unknown,Unknown,2023-10-01 05:24:14.425,3.7884382681568445,6.135,0.966,0.001,0.0015,0.0025,2.843e-07,4.806025565490306e-07,1.69047680812181
Celestrak,23139,56460,STARLINK-6047 [+],,Unknown,30095,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-24 23:38:11.381,3.789,15.11,2.542,0.001,0.0003,0.002197292287000302,1.08e-07,3.711181985541456e-07,0.0
spacemap,23139,56460,STARLINK-6047 [+],,Unknown,30095,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-24 23:38:11.381,3.789177784383267,15.11,2.542,0.001,0.0003,0.002197292287000302,1.08e-07,3.711181985541456e-07,3.4362796162420888
Celestrak,23148,57530,STARLINK-30270 [+],,Unknown,57662,AVUM DEB [-],Unknown,Unknown,2023-09-29 07:02:19.463,3.79,7.263,1.001,0.001,0.0003,0.0021971784073285664,2.743e-07,3.70985546498477e-07,0.0
spacemap,23148,57530,STARLINK-30270 [+],,Unknown,57662,AVUM DEB [-],Unknown,Unknown,2023-09-29 07:02:19.463,3.7896587481678496,7.263,1.001,0.001,0.0003,0.0021971784073285664,2.743e-07,3.70985546498477e-07,1.352481029888724
Celestrak,23169,56425,STARLINK-6224 [+],,Unknown,35765,COSMOS 2251 DEB [-],Unknown,Unknown,2023-09-30 22:12:54.751,3.793,12.131,1.359,0.001,0.0003,0.0021963332692393916,2.018e-07,3.700021379581971e-07,0.0
spacemap,23169,56425,STARLINK-6224 [+],,Unknown,35765,COSMOS 2251 DEB [-],Unknown,Unknown,2023-09-30 22:12:54.751,3.7932319558830656,12.131,1.359,0.001,0.0003,0.0021963332692393916,2.018e-07,3.700021379581971e-07,1.8335091078206
Celestrak,23170,56714,ONEWEB-0678 [+],,Unknown,30297,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-30 08:19:15.262,3.793,13.4,1.85,0.001,0.0003,0.0021963457212115308,1.483e-07,3.7001661379812126e-07,0.0
spacemap,23170,56714,ONEWEB-0678 [+],,Unknown,30297,FENGYUN 1C DEB [-],Unknown,Unknown,2023-09-30 08:19:15.262,3.793179260569735,13.4,1.85,0.001,0.0003,0.0021963457212115308,1.483e-07,3.7001661379812126e-07,2.4950547120574598
Celestrak,23175,57255,STARLINK-5481 [+],,Unknown,40033,FLOCK 1C-11 [-],Unknown,Unknown,2023-09-27 15:03:49.675,3.794,8.714,1.064,0.001,0.0015,0.0025,1.263e-07,4.790922940174856e-07,0.0
spacemap,23175,57255,STARLINK-5481 [+],,Unknown,40033,FLOCK 1C-11 [-],Unknown,Unknown,2023-09-27 15:03:49.675,3.7944047992595,8.714,1.064,0.001,0.0015,0.0025,1.263e-07,4.790922940174856e-07,3.7932881553245097
Celestrak,23183,57139,STARLINK-5355 [+],,Unknown,16791,COSMOS 1758 [?],Unknown,Unknown,2023-09-30 22:40:01.988,3.795,11.513,1.282,0.001,0.0015,0.0025,2.139e-07,4.789927753748982e-07,0.0
spacemap,23183,57139,STARLINK-5355 [+],,Unknown,16791,COSMOS 1758 [?],Unknown,Unknown,2023-09-30 22:40:01.988,3.7947989540042095,11.513,1.282,0.001,0.0015,0.0025,2.139e-07,4.789927753748982e-07,2.2393304131598795
Celestrak,23184,57179,OBJECT P [+],,Unknown,34744,COSMOS 2251 DEB [-],Unknown,Unknown,2023-09-25 09:06:11.775,3.795,11.184,1.245,0.001,0.0003,0.002195931927756862,2.202e-07,3.695357792121492e-07,0.0
spacemap,23184,57179,OBJECT P [+],,Unknown,34744,COSMOS 2251 DEB [-],Unknown,Unknown,2023-09-25 09:06:11.775,3.794931171291722,11.184,1.245,0.001,0.0003,0.002195931927756862,2.202e-07,3.695357792121492e-07,1.6781824669034933
Celestrak,23185,57440,STARLINK-30159 [+],,Unknown,38013,ASAP-S [-],Unknown,Unknown,2023-09-25 19:20:50.902,3.795,8.19,1.039,0.001,0.0015,0.0025,2.639e-07,4.789793992279725e-07,0.0
spacemap,23185,57440,STARLINK-30159 [+],,Unknown,38013,ASAP-S [-],Unknown,Unknown,2023-09-25 19:20:50.902,3.7948519412155806,8.19,1.039,0.001,0.0015,0.0025,2.639e-07,4.789793992279725e-07,1.815003407457266
Celestrak,23191,57416,STARLINK-30224 [+],,Unknown,14817,SL-8 DEB [-],Unknown,Unknown,2023-09-30 21:16:31.607,3.796,4.518,0.932,0.001,0.0003,0.002195569043040207,2.94e-07,3.6911446450394855e-07,0.0
